"","X","KeySignatureConfidence","Tempo","TimeSignature","TimeSignatureConfidence","Title","Year","ArtistFamiliarity","Hotness","end_of_fade_in","key","Loudness","mode","mode_confidence","rank","hit"
"1709",1709,0.926,"91.942",4,0,"love is",1993,0.504305025777,"0.393431433612",0.183,"11",-9.916,1,0.776,21,1
"1710",1710,0.162,"105.9",4,0.784,"again",2001,0.811698706458,"0.570355261605",0.194,"5",-10.98,0,0.375,9,1
"1711",1711,0.524,"155.825",4,0.619,"come back to me",1990,0.881694731307,"0.568201421807",0,"5",-12.478,0,0.612,49,1
"1713",1713,0.18,"78.561",4,0.536,"umbrella",2007,0.505187788132,"0.307676877825",4.365,"5",-14.819,0,0.373,2,1
"1714",1714,0.492,"85.912",4,1,"say yes",2003,0.766790562587,"0.513740405714",0,"0",-5.217,1,0.516,100,0
"1715",1715,0.434,"144.074",4,0.075,"broken wings",1986,0.668819097868,"0.429355538394",0.212,"8",-7.164,1,0.601,5,1
"1716",1716,0.415,"110.018",4,0.197,"secret",1995,0.599013259014,"0.373035721978",0.224,"4",-4.129,1,0.561,71,0
"1717",1717,0.618,"89.022",4,0.826,"spanish harlem",1971,0.508917030982,"0.368128358686",3.756,"1",-8.949,1,0.416,49,1
"1718",1718,0.198,"118.126",4,0.769,"get back",2005,0.829021927723,"0.632365219347",0.235,"1",-3.858,0,0.677,77,0
"1719",1719,0.436,"107.485",5,0.83,"dreams",1994,0.563240547423,"0.373282313217",0.107,"3",-8.237,1,0.618,75,0
"1720",1720,0.267,"146.047",4,0.498,"dangerous",2008,0.587728595932,"0.309654053421",0.096,"5",-5.968,1,0.407,29,1
"1721",1721,0.212,"145.05",4,0.801,"all this time",1991,0.744409739125,"0.792047551477",0.113,"0",-8.513,1,0.375,92,0
"1723",1723,0.922,"141.99",4,0.053,"one",1999,0.638975670923,"0.417593705632",6.722,"7",-7.093,1,0.723,70,0
"1724",1724,0.468,"110.66",4,0,"joy",1972,0.474147346611,"0.395484551975",0,"9",-7.124,0,0.432,71,0
"1725",1725,0.645,"94.258",1,0,"reflections of my life",1970,0.560765597161,"0.314757636551",0.136,"7",-14.203,1,0.663,43,1
"1726",1726,0.136,"133.904",1,1,"ready or not",1990,0.813711288923,"0.514986290981",2.502,"10",-8.821,0,0.538,54,0
"1727",1727,0.608,"127.952",4,0,"top of the world",1974,0.531829215775,"0.345734866164",0,"1",-4.915,1,0.639,39,1
"1728",1728,0.02,"95.194",3,1,"always be my baby",1996,0.407702235028,"0.410778803188",0,"10",-7.66,0,0.16,5,1
"1729",1729,0.424,"132.007",4,0.491,"superstition",1973,0.313425483701,"0.0661502231794",0.38,"6",-6.888,0,0.353,26,1
"1730",1730,0.249,"184.282",1,0,"summer nights",1978,0.274792846491,"0.0",0.195,"8",-6.777,0,0.415,69,0
"1731",1731,0.753,"116.084",4,0,"broadway",2000,0.665145483773,"0.425326121849",0.2,"3",-13.52,1,0.772,84,0
"1732",1732,0.653,"155.968",4,0.392,"good vibrations",1991,0.604893949023,"0.326366003591",0,"1",-5.009,0,0.559,20,1
"1733",1733,0.008,"139.945",4,0,"milkshake",2004,0.482151299623,"0.351863471881",1.244,"10",-13.554,0,0.357,41,1
"1734",1734,0.136,"122.489",4,0.944,"thank you",2001,0.820093099219,"0.566621891097",3.117,"8",-6.965,0,0.306,8,1
"1735",1735,0,"89.987",4,0.874,"goodbye",2009,0.291793158264,"0.0",0,"10",-11.283,0,0.122,96,0
"1736",1736,0.106,"133.957",4,1,"all i want",1992,0.615878501739,"0.408038420026",0.171,"2",-3.49,1,0.216,53,0
"1737",1737,0.203,"119.261",3,1,"always be my baby",1996,0.729212274097,"0.481339308574",0.171,"7",-7.555,1,0.419,5,1
"1738",1738,0.759,"150.033",4,0.438,"i wish",2001,0.489735138586,"0.304812761928",0.177,"2",-6.73,1,0.715,87,0
"1739",1739,0.387,"175.46",4,0.362,"sunshine",2004,0.393506246678,"0.32019432555",0.206,"0",-21.947,1,0.553,20,1
"1740",1740,0.28,"130.09",4,1,"all night long",1999,0.25355378403,"0.185359025864",0,"7",-3.753,0,0.184,74,0
"1741",1741,0.331,"129.285",1,0,"name",1996,0.607877289868,"0.382239371028",0.305,"7",-4.996,1,0.544,24,1
"1742",1742,0,"116.946",4,1,"i want your love",1979,0.663385929157,"0.423280381768",0.142,"0",-8.123,0,0,62,0
"1743",1743,0.079,"163.556",4,0,"sometimes",1999,0.681816050235,"0.463726745453",0,"2",-8.721,1,0.213,86,0
"1744",1744,0.44,"116.875",3,0.943,"my love",2007,0.450823989486,"0.314302825318",0.654,"5",-9.165,1,0.583,26,1
"1745",1745,0,"85.465",5,0.821,"romeo and juliet",1998,0.560215845796,"0.407611076183",0,"7",-7.703,0,0,48,1
"1746",1746,0.433,"91.687",4,1,"good times",1979,0.822843254772,"0.531436736543",0.102,"9",-4.909,1,0.407,20,1
"1747",1747,0.548,"90.066",4,0.999,"last night",2007,0.734118716647,"0.445401164255",0.16,"8",-10.247,0,0.493,42,1
"1748",1748,0.768,"153.945",4,1,"tipsy",2004,0.60700879916,"0.371574593385",0,"1",-5.924,1,0.626,11,1
"1749",1749,0.482,"156.095",1,0,"come together",1969,0.595094171928,"0.413924379264",0.334,"0",-11.915,1,0.349,85,0
"1750",1750,0.363,"120.004",4,0.826,"the last time",1965,0.540595459735,"0.43574197165",0.369,"9",-4.219,1,0.197,88,0
"1753",1753,0.423,"103.231",1,0,"i want you to want me",1979,0.739564013102,"0.57034258164",0.073,"9",-6.69,1,0.429,34,1
"1754",1754,0.736,"137.971",4,0.087,"no more",2000,0.634164820093,"0.508919011451",0,"7",-3.967,1,0.525,39,1
"1755",1755,0.007,"99.988",4,0.951,"slow down",2005,0.644564994077,"0.326994539362",0.188,"2",-19.548,1,0.248,47,1
"1756",1756,0.613,"101.6",4,1,"lean back",2004,0.621361910247,"0.39507381874",0,"1",-4.179,1,0.587,10,1
"1757",1757,0.639,"104.975",4,1,"you found me",2009,0.686812987091,"0.684478823309",0.142,"1",-4.9,0,0.551,13,1
"1758",1758,0.678,"213.043",3,0.75,"lately",1999,0.78255568904,"0.335368577746",0,"0",-10.812,1,0.617,31,1
"1759",1759,0.448,"89.515",4,0.367,"walk away",2006,0.452058799792,"0.199822223253",0.161,"7",-12.425,1,0.544,45,1
"1760",1760,0.438,"98.654",5,1,"right here waiting",1989,0.538404073692,"0.349639366159",0.119,"9",-9.166,0,0.457,11,1
"1761",1761,0.472,"95.01",4,1,"be thankful for what you got",1974,0.681084419844,"0.453371188065",0.467,"10",-14.106,0,0.565,60,0
"1762",1762,0.575,"125.954",4,1,"play",2005,0.538265100282,"0.403962876382",0.19,"11",-9.11,0,0.485,51,0
"1763",1763,0.737,"91.504",4,0.127,"angel",2003,0.594881696409,"0.388355994619",0,"7",-4.497,1,0.781,69,0
"1764",1764,0.683,"104.821",1,0.605,"why",2004,0.181023329849,"0.345497474603",0.135,"4",-4.867,1,0.371,62,0
"1765",1765,0.008,"129.469",4,0,"toy soldiers",1989,0.658867912095,"0.466995278935",0,"2",-6.541,1,0.282,29,1
"1766",1766,0.854,"100.067",4,1,"give it to me",2007,0.221085944717,"0.0",0.167,"6",-8.646,1,0.688,21,1
"1767",1767,0.843,"139.111",4,0.518,"over you",1968,0.726971578772,"0.51588963414",0,"11",-3.946,1,0.681,73,0
"1768",1768,0,"88.286",5,0.948,"informer",1993,0.587023738749,"0.379926179706",0,"4",-8.118,0,0,10,1
"1769",1769,0.634,"137.05",4,0.202,"joy to the world",1971,0.382114747713,"0.305619654432",0.38,"0",-14.702,1,0.652,1,1
"1770",1770,0.453,"93.525",4,0.327,"i believe",1995,0.482569047526,"0.368237021922",0.159,"5",-11.662,1,0.513,27,1
"1772",1772,0.217,"122.055",4,0.872,"say yes",2003,0.684817376146,"0.468538477197",0.325,"7",-6.898,1,0.444,100,0
"1773",1773,0.093,"108.645",4,0.994,"freedom",1985,0.547576263817,"0.438255329242",0.303,"6",-11.827,1,0.388,76,0
"1774",1774,0.107,"114.571",4,0.474,"heaven",2004,0.875047712827,"0.733839466218",0.404,"1",-11.603,0,0.513,37,1
"1775",1775,0.504,"129.541",1,0,"change of heart",1987,0.603105986523,"0.507167667871",5.213,"9",-11.79,1,0.49,61,0
"1776",1776,0.416,"138.391",4,0,"disco inferno",2005,0.377557381474,"0.331473870267",0,"5",-5.925,0,0.46,11,1
"1777",1777,0.504,"141.959",4,0.807,"revolution",1968,0.587141531397,"0.358960225815",0,"6",-6.023,1,0.343,78,0
"1778",1778,0.192,"110.075",4,0.54,"say it",1998,0.782501229495,"0.490768668837",3.483,"5",-6.545,1,0.342,45,1
"1779",1779,0.775,"88.22",4,0.754,"open your heart",1987,0.633649701326,"0.452155549222",0.305,"11",-11.433,0,0.627,30,1
"1780",1780,0.578,"167.91",4,0.719,"closer",2008,0.500396284763,"0.424870660926",0,"0",-8.046,1,0.571,20,1
"1781",1781,0.064,"128.552",4,0.619,"what you know",2006,0.634311373591,"0.467546256718",0.177,"7",-8.914,1,0.352,47,1
"1782",1782,0.3,"95.376",1,0,"angel",2003,0.450361260877,"0.375941201417",0.382,"4",-23.21,1,0.461,69,0
"1783",1783,0.485,"84.309",5,0.657,"almost persuaded",1966,0.590473194252,"0.418989674563",0.405,"2",-23.449,1,0.326,72,0
"1784",1784,0.698,"149.85",4,0.808,"pass the dutchie",1983,0.6045860442,"0.397850323147",0.292,"7",-6.838,1,0.615,91,0
"1785",1785,0.551,"144.458",4,0.839,"sailing",1980,0.377034085128,"0.336191155685",3.187,"9",-9.093,1,0.64,32,1
"1786",1786,0.23,"88.201",4,1,"get like me",2008,0.806364124765,"0.512455642577",0,"11",-4.2,0,0.185,66,0
"1787",1787,0.12,"85.952",4,0.853,"i believe",1995,0.616312990662,"0.308787656304",0.073,"5",-6.274,1,0.205,27,1
"1788",1788,0.07,"103.382",5,1,"thank you",2001,0.494786234903,"0.272405615643",0,"8",-2.832,1,0.274,8,1
"1789",1789,0.185,"153.89",4,0.193,"good enough",1993,0.733327008349,"0.418562024424",0.073,"9",-6.937,1,0.233,49,1
"1790",1790,0.433,"187.896",4,1,"tell me",1996,0.384611488637,"0.0",0.248,"1",-8.448,0,0.531,58,0
"1791",1791,0.735,"77.128",3,1,"impossible",2010,0.653450965011,"0.300474820083",0.404,"9",-6.329,1,0.506,70,0
"1792",1792,0.863,"117.762",4,0.176,"playboy",1968,0.630382334147,"0.454231156571",0,"0",-8.518,1,0.715,41,1
"1793",1793,0.613,"123.63",4,0,"baby",2010,0.583873882792,"0.325987391269",1.12,"0",-5.788,1,0.565,44,1
"1794",1794,0.479,"132.012",1,0.041,"day after day",1972,0.510873904393,"0.360436721129",0.531,"8",-5.223,1,0.008,39,1
"1795",1795,0.62,"150.908",1,0.917,"rock on",1989,0.609343977507,"0.472001695773",6.188,"11",-19.159,0,0.443,45,1
"1796",1796,0.506,"154.857",4,0.672,"i need you",2000,0.384889071877,"0.182219808816",0,"2",-5.317,1,0.713,44,1
"1797",1797,0.636,"95.459",4,0.315,"gold",1979,0.538370513034,"0.386877359814",0.2,"0",-11.393,1,0.65,51,0
"1798",1798,0.13,"100.02",4,0.779,"all i need",1985,0.702641042838,"0.497116595503",0,"10",-8.542,1,0.447,42,1
"1799",1799,0.089,"114.206",3,0.689,"ode to billie joe",1967,0.52371463697,"0.384611083962",0.524,"7",-14.201,1,0.533,3,1
"1801",1801,0.389,"107.943",4,0.307,"one wish",2006,0.21977559033,"0.217520891453",0.282,"11",-9.313,0,0.566,67,0
"1802",1802,0.493,"129.002",4,0.281,"freedom",1985,0.604191305934,"0.428419199144",0,"4",-3.599,1,0.242,76,0
"1803",1803,0,"134.476",4,0.121,"eye in the sky",1982,0.508117671817,"0.345612059943",0.444,"9",-6.775,0,0,32,1
"1804",1804,0.792,"127.826",4,0,"sorry",2008,0.537707264709,"0.329476503687",0.252,"8",-3.798,0,0.591,44,1
"1805",1805,0.992,"105.636",4,1,"i like it",2010,0.640307815659,"0.451469743596",0.154,"7",-15.011,1,0.765,12,1
"1806",1806,0.442,"115.463",4,0.98,"hate me",2006,0.782501229495,"0.490768668837",0.253,"4",-4.984,0,0.515,82,0
"1808",1808,0.078,"102.497",4,1,"salt shaker",2004,0.0426169161379,"0.416152584294",0,"11",-7.109,1,0.353,49,1
"1809",1809,0.326,"152.696",4,1,"put your hands together",1974,0.665472693546,"0.468499404259",3.605,"7",-7.639,1,0.238,68,0
"1810",1810,0.387,"130.024",4,0.812,"everyday",1994,0.443290352956,"0.327127388734",0.241,"7",-4.038,1,0.406,86,0
"1811",1811,0.866,"131.755",3,1,"3",2010,0.306628176287,"0.219329865015",0,"11",-25.174,0,0.634,69,0
"1812",1812,0.078,"92.709",4,0.757,"say goodbye",2006,0.329073164373,"0.297249790892",0,"7",-3.065,1,0.444,86,0
"1813",1813,0.84,"120.221",4,1,"tonight",1984,0.39107905861,"0.323004747032",0.065,"2",-5.523,1,0.679,90,0
"1814",1814,0.577,"115.04",4,0.793,"never",1986,0.414259251335,"0.328231037516",0.45,"1",-6,0,0.533,18,1
"1815",1815,0,"81.873",4,0.637,"freedom",1985,0.604820431918,"0.383877493634",0.396,"9",-12.052,0,0.083,76,0
"1816",1816,0.982,"222.006",3,0.191,"human",1986,0.540902390705,"0.37589328673",2.368,"8",-6.776,1,0.647,25,1
"1817",1817,0.788,"167.875",4,0.415,"alright",1993,0.541096291304,"0.452897210868",0.322,"8",-2.042,1,0.688,85,0
"1818",1818,0,"114.821",4,0.829,"game of love",1965,0.506184064443,"0.375573023771",0,"9",-15.425,0,0,34,1
"1821",1821,0.582,"123.166",3,0.519,"nobody told me",1984,0.634163665698,"0.457089393311",0,"5",-12.449,1,0.545,81,0
"1822",1822,0.875,"165.145",4,0.7,"fire",1979,0.605109701915,"0.398547535381",0.241,"9",-9.78,1,0.681,15,1
"1823",1823,0.67,"104.806",4,1,"more love",1980,0.458119300315,"0.326026493518",0,"5",-11.709,0,0.58,39,1
"1824",1824,0.675,"116.178",1,0,"gigolo",2004,0.624781394111,"0.406498416517",2.897,"9",-5.507,1,0.637,80,0
"1826",1826,0.108,"40.338",4,0,"this is it",1980,0.479689299673,"0.370399388907",0.194,"10",-18.029,1,0.404,28,1
"1827",1827,0.58,"45.007",1,0,"shy guy",1995,0.577551178462,"0.4134119888",0.345,"2",-10.808,1,0.476,43,1
"1828",1828,0.205,"101.265",4,0.504,"then",2009,0.623681272715,"0.451465995949",0.434,"1",-32.419,0,0.658,84,0
"1829",1829,0.424,"95.004",4,1,"she got it",2008,0.55692744392,"0.377062713029",0.293,"1",-10.628,1,0.429,100,0
"1831",1831,0.008,"130.202",4,0.657,"give it to me",2007,0.630939352589,"0.44396220559",0.408,"7",-14.934,1,0.321,21,1
"1834",1834,0.269,"125.811",4,0,"this little girl",1981,0.730782435195,"0.543640451651",0.171,"8",-7.457,1,0.447,58,0
"1835",1835,0.848,"140.739",4,0.433,"time",1996,0.610464190661,"0.0",0.177,"7",-6.28,1,0.604,50,0
"1836",1836,0,"106.108",4,0.929,"wait",1988,0.573843116323,"0.408646827377",0.17,"1",-4.291,1,0.198,99,0
"1837",1837,0.718,"45.898",4,0,"more than words",1991,0.717991695486,"0.497711444141",4.696,"5",-15.729,1,0.688,7,1
"1838",1838,0.286,"159.182",1,0,"let me love you",2005,0.732571744691,"0.45798167407",0.06,"9",-6.161,1,0.275,3,1
"1841",1841,0.651,"93.155",3,0.959,"too little too late",2006,0.669391960279,"0.498171330654",0.248,"9",-4.697,0,0.605,72,0
"1842",1842,0.411,"146.219",1,0.182,"heard it all before",2001,0.723279138432,"0.524417302553",0.194,"5",-8.665,0,0.62,64,0
"1843",1843,0.527,"88.844",4,0,"i can help",1975,0.41167740499,"0.290641836",1.237,"1",-11.767,0,0.625,43,1
"1844",1844,0.392,"129.047",4,0.69,"what you want",1998,0.562719517983,"0.336319633678",0,"5",-9.379,0,0.444,31,1
"1846",1846,0.574,"135.825",1,0,"move along",2006,0.529257965475,"0.401775631736",0.293,"4",-7.064,1,0.545,21,1
"1847",1847,1,"114.0",4,0.248,"bad moon rising",1969,0.318141452468,"0.420703167451",2.525,"2",-14.016,1,0.927,24,1
"1848",1848,0.554,"102.498",4,0.094,"switch",2005,0.784953508029,"0.596233636089",0.566,"6",-6.95,1,0.501,28,1
"1849",1849,0.647,"115.116",4,1,"fight the power",1975,0.73502984911,"0.503611803953",0.398,"1",-9.133,0,0.519,27,1
"1850",1850,0.514,"122.821",4,0.923,"funkytown",1987,0.630803929384,"0.418109110834",0.177,"7",-8.976,1,0.47,99,0
"1851",1851,0.378,"115.972",4,0,"breaking up is hard to do",1976,0.720842183166,"0.435257470372",0.464,"4",-10.039,1,0.363,91,0
"1852",1852,0.677,"114.199",4,0.957,"contagious",2001,0.750583406489,"0.57177070788",0.259,"4",-7.759,0,0.646,81,0
"1853",1853,0.534,"145.781",4,0.997,"alright",1993,0.783021512578,"0.585861386118",0.461,"9",-5.255,1,0.308,85,0
"1854",1854,0.882,"133.047",1,0,"butterfly",2001,0.453716239192,"0.34366104713",0,"0",-10.619,0,0.691,29,1
"1855",1855,0.239,"166.66",4,0.65,"crazy",2006,0.452943920828,"0.404807886904",0,"4",-6.105,0,0.259,7,1
"1856",1856,0.082,"112.05",4,1,"express",1975,0.562112051443,"0.372158066459",2.392,"1",-8.002,1,0.486,58,0
"1857",1857,0.436,"211.826",7,1,"blue eyes",1982,0.524892287854,"0.404426382853",4.458,"7",-8.355,0,0.55,62,0
"1858",1858,0.591,"109.977",4,1,"africa",1983,0.581554596901,"0.426171997885",0.601,"1",-11.832,1,0.701,24,1
"1859",1859,0.778,"155.777",4,0.598,"you",2007,0.601695438968,"0.400220086158",0.108,"0",-10.749,0,0.72,40,1
"1860",1860,0.088,"103.425",4,1,"bootylicious",2001,0.787303628848,"0.497417807383",0.276,"1",-4.727,0,0.364,42,1
"1861",1861,0.247,"96.998",4,1,"what you want",1998,0.571004829032,"0.377610589808",0.281,"0",-12.154,1,0.471,31,1
"1863",1863,0.456,"118.622",4,0.624,"upside down",1980,0.466022544355,"0.372119055766",0,"9",-20.485,0,0.5,18,1
"1864",1864,0.169,"37.52",4,0,"mad about you",1986,0.473660041672,"0.395564752755",0.229,"1",-14.761,0,0.642,36,1
"1865",1865,0.028,"120.068",4,1,"what you know",2006,0.634311373591,"0.467546256718",0.99,"5",-7.164,1,0.462,47,1
"1867",1867,0.548,"146.038",4,0.798,"send one your love",1980,0.72946574108,"0.434266876973",0,"10",-12.159,1,0.447,43,1
"1868",1868,0.499,"112.197",3,1,"heartbreak hotel",1999,0.672022640167,"0.421166235569",0.305,"2",-7.842,1,0.562,4,1
"1869",1869,0.895,"171.811",4,0,"king for a day",1986,0.770493962648,"0.519953001014",1.007,"2",-10.186,0,0.912,96,0
"1870",1870,0.14,"137.469",4,0.86,"beautiful day",2001,0.799849747763,"0.583214792332",0,"11",-5.698,0,0.314,75,0
"1871",1871,0,"140.036",1,0,"control",1987,0.293009683247,"0.0",1.106,"6",-11.001,0,0.003,37,1
"1872",1872,0.683,"129.196",1,0,"freedom",1985,0.512831907893,"0.439104507997",0.305,"5",-5.322,1,0.557,76,0
"1873",1873,0.242,"106.362",4,1,"i will survive",1979,0.827357260054,"0.752927890401",0.206,"10",-3.813,0,0.355,6,1
"1874",1874,0.474,"45.498",1,0,"steal away",1980,0.406223849562,"0.272524796235",2.322,"3",-31.841,1,0.213,26,1
"1875",1875,0.885,"131.94",4,1,"something about you",1986,0.700438088904,"0.482508908279",0.34,"9",-4.469,0,0.598,37,1
"1876",1876,0.392,"130.629",5,1,"you",2007,0.802177330823,"0.521110247396",0.502,"5",-7.313,0,0.545,40,1
"1877",1877,0.16,"159.501",1,0,"let me go",2005,0.510838761594,"0.0",0.319,"8",-8.17,1,0.445,38,1
"1879",1879,0.532,"94.997",4,0.864,"easy",1977,0.657768226854,"0.462787208367",3.007,"7",-8.033,0,0.65,33,1
"1880",1880,0.525,"120.096",4,0.573,"slow down",2005,0.542693223869,"0.404717318899",0,"0",-8.982,1,0.465,47,1
"1882",1882,0.521,"132.493",4,0.32,"jimmy mack",1967,0.583178831042,"0.434253341236",0,"0",-3.298,1,0.53,36,1
"1883",1883,0.528,"169.704",4,0.036,"that girl",1996,0.423823664152,"0.285963261958",0.142,"7",-4.051,1,0.202,90,0
"1884",1884,0.571,"120.412",4,1,"girls just want to have fun",1984,0.712885453332,"0.55925726175",0.415,"6",-5.925,1,0.359,15,1
"1885",1885,0.907,"202.883",4,0.069,"revolution",1968,0.539952833253,"0.385506586338",0,"4",-4.13,1,0.625,78,0
"1886",1886,0.33,"112.341",4,0.876,"you turn me on",1965,0.694145018611,"0.531986044325",0.183,"9",-12.834,0,0.13,57,0
"1887",1887,0.689,"116.215",7,0.734,"fire",1979,0.61180147146,"0.399042081432",0.548,"2",-14.182,0,0.378,15,1
"1888",1888,0.68,"124.658",1,0.204,"guantanamera",1966,0.520027247428,"0.344439928631",0.171,"2",-14.229,1,0.476,83,0
"1889",1889,0.643,"109.279",4,1,"solitaire",1983,0.570825322641,"0.40358823765",0.212,"0",-9.118,1,0.592,59,0
"1890",1890,0.423,"107.517",4,0.822,"get money",1996,0.41424208271,"0.40535409152",0,"11",-11.181,0,0.423,89,0
"1891",1891,0.126,"145.075",1,0,"unpredictable",2006,0.770055974495,"0.519194083421",0.282,"9",-8.29,1,0.353,60,0
"1893",1893,0.362,"99.977",4,1,"teardrops on my guitar",2008,0.889749219647,"0.872447223164",0.148,"10",-6.694,1,0.456,48,1
"1894",1894,0.399,"149.695",4,0,"crocodile rock",1973,0.831608492611,"0.568304112104",0.224,"7",-7.691,1,0.502,7,1
"1895",1895,0.262,"126.937",4,0.442,"first time",2007,0.601038837571,"0.326021824675",0.676,"0",-4.913,1,0.034,86,0
"1896",1896,0.969,"167.283",4,0.967,"joy to the world",1971,0.572171055909,"0.391219939492",0.223,"11",-24.442,1,0.745,1,1
"1897",1897,0.407,"87.722",1,0,"shine",1994,0.492954547201,"0.443149663277",0.131,"4",-7.508,0,0.418,31,1
"1898",1898,0.396,"80.513",1,0.929,"angel eyes",1989,0.615984622246,"0.456415837938",0.699,"3",-17.29,1,0.478,70,0
"1899",1899,0.148,"127.998",4,0,"my love",2007,0.598075570202,"0.460206114205",0,"7",-8.457,1,0.515,26,1
"1900",1900,0.465,"80.354",4,0,"piece of my heart",1991,0.627827825331,"0.387616855902",0,"9",-4.614,1,0.372,84,0
"1901",1901,0.679,"89.876",4,0,"over",2010,0.554726546965,"0.379620909532",2.763,"1",-13.427,0,0.679,60,0
"1902",1902,0.732,"95.423",4,0.141,"tonight",1984,0.586208196072,"0.361564167527",0.136,"6",-6.552,0,0.668,90,0
"1903",1903,0.046,"177.999",4,0.096,"sexual healing",1983,0.458055179363,"0.371760895395",0.061,"5",-10.534,0,0.209,32,1
"1904",1904,0.21,"122.85",4,0.978,"everything about you",1992,0.752364719632,"0.48263738478",0,"1",-9.368,1,0.558,72,0
"1905",1905,0,"67.253",4,0.664,"promise",2007,0.525544634251,"0.27520220475",0.299,"7",-4.962,0,0,71,0
"1906",1906,0.214,"183.162",3,1,"get low",2004,0.766466049188,"0.496158025047",0,"11",-5.855,0,0,70,0
"1907",1907,0.322,"136.043",1,0.298,"never again",2007,0.686812987091,"0.684478823309",0,"7",-5.068,0,0.224,70,0
"1908",1908,0.008,"155.134",3,1,"all i need",1985,0.703013450401,"0.487753787013",0,"11",-8.825,0,0.403,42,1
"1909",1909,0.138,"120.028",4,0.785,"all right now",1970,0.601047540225,"0.364556676267",0,"2",-7.099,1,0.448,27,1
"1910",1910,0.119,"122.949",4,0.777,"come and get it",1970,0.583833867606,"0.198066830479",0,"10",-4.945,0,0.267,48,1
"1911",1911,0.64,"135.022",4,0,"coming on strong",1966,0.556283730816,"0.431211011003",0,"7",-11.629,1,0.508,70,0
"1912",1912,0.085,"82.434",3,0.537,"missing",1996,0.56439800883,"0.375131531324",4.261,"7",-19.87,1,0.271,12,1
"1913",1913,0.552,"110.175",4,0.926,"slip away",1968,0.845335176062,"0.584666919432",2.409,"5",-6.09,1,0.544,44,1
"1914",1914,0.942,"91.006",4,0.706,"why",2004,0.595100752268,"0.345015639015",0,"7",-4.961,1,0.806,62,0
"1915",1915,0.152,"85.498",3,1,"saving all my love for you",1985,0.579671348265,"0.427751687875",0.2,"5",-10.949,1,0.376,23,1
"1916",1916,0.09,"154.958",4,0.168,"with you",2008,0.892688611404,"0.830356766357",0,"4",-3.448,1,0.298,9,1
